year,region,tags,title,background,content,effect
2022,서울특별시 동대문구,교육 청년,미취업청년 자격취득 활동 지원사업,"코로나19 팬데믹 상황 지속에 따른 청년 비경제활동인구 증가 및 취업 준비 비용 증가로 청년의 경제적 부담이 가중됨
미취업청년에 대한 취업 동기 부여 및 적극적 구직활동 촉진이 필요함","만19~34세 동대문구 거주 미취업청년을 대상으로 자격취득 활동 지원사업을 실시함
미취업자 중 2022년 1월 이후 실시한 국가기술(전문)자격, 국가공인자격, 어학시험, 한국사능력검정시험 등을 응시한 응시자에게 동대문구사랑상품권(서울페이)를 1인당 10만원씩 지급함","고물가고금리 환경 속에서 고용위기에 직면한 미취업청년의 경제적 부담을 더는 동시에 구직활동에 전념할 수 있도록 지원함
미취업청년에게 필요한 자격취득을 지원하여 취업에 필요한 역량을 갖추고 취업경쟁력을 강화하도록 도움"
2022,서울특별시 동대문구,교통,동대문구 특화형 시장 비교 분석 및 스마트한 관내 지도서비스 구현으로 데이터플랫폼 활용도 UP,"데이터 활용 가속화에 따른 데이터 공유 요청 증대로 기존 운영중인 데이터플랫폼의 일차원적인 시각화 자료 제공에서 벗어나 다양한 형태의 동적 서비스 구현 필요함
지역 특성을 살린 분석 서비스 및 행정데이터의 다양한 활용 제공으로 구민 만족 증대 및 데이터플랫폼 활성화를 시행함","신용보증재단과의 MOU를 통해 동대문구 상권 데이터와 맞춤형 상권 추천 서비스를 제공하며, 전통시장 상권 분석 및 비교 서비스를 구축하여 활성화 정책에 활용함
제로페이와 온누리상품권 가맹점 위치 정보를 제공하여 경제 활성화에 기여함
동대문구는 내부 위치 데이터와 공공데이터포털의 공공데이터를 활용하여 구민 생활 편의를 위한 지도 서비스를 제공하며, 10개 분야 138종의 행정 데이터를 통해 다양한 분야별 위치 정보를 제공함
동대문구는 '우리동네 통계 서비스'를 구축하여 관내 통계연보와 사업체조사보고서 등을 다운로드하고, 주민생활 통계정보를 한눈에 보기 쉽게 제공함. 또한, 10개 분야 472개 통계정보를 동적 서비스로 제공함","데이터플랫폼 시스템에 탑재된 각종 데이터 공유，병합，중첩 등을 통한 내부 직원의 업무 활용도 제고할 것으로 보임
구민 체감형 데이터 분석 서비스와 시장분석 보고서를 통해 생활 편의 제공과 상권 변화를 파악하여 만족도 향상 및 연구 자료로 활용함
데이터별 정기적인 데이터 현행화 및 개방데이터 확대함
전통시장 및 대학가 상권 데이터 구축（공공데이터 기업매칭 사업）을 통한 동대문구 특화형 상권 데이터 확보 및 데이터를 활용한 분석，지도서비스 고도화 시킴
동대문구 데이터플랫폼 구민 이용 활성화를 위한 홍보 추진 및 관련 교육 실시함
사업 소요예산 95,977천원임"
2023,서울특별시 동대문구,교통,전국 최초 교통분야 특사경 업무편람 발간으로 업무 개선,"특별사법경찰 업무는 수사 및 사법영역이 생소한 일반직 공무원이 업무를 수행함에 있어 어려움이 많으며 인수인계도 암묵지 형태로 이루어지고 있는 상황임
기존 법무부에서 시행하는 특사경 교육은 산림·보건 등 광범위한 영역으로 진행됨
무보험 차량운행으로부터 시민을 보호하기 위해 전국 지자체에서 공통으로 운영하고 있는 교통분야 특사경(자동차손해배상보장법위반, 자동차관리법위반)에 대한 전문적인 업무편람 및 수사기법이 수록된 책자가 없어 형식지 변환의 필요성이 대두됨","전국 지자체 최초 교통특사경 관련 업무편람을 발간함
수사 전문가인 민·관이 협업하여 데이터를 축적하고, 데이터 분석 및 공유를 통해 내용을 검토함
편람은 전체 304p, 총 5개의 장으로 구성되어 있으며, 실무에서 쓰이는 각 기관별 다양한 공문을 개인정보 부분만 삭제한 형태로 삽입하여 현장감 있게 구성하였음","2023년 4월 책자를 발간·등록한 후 교통 분야 특별사법경찰 제도를 운영하고 있는 전국의 지방자치단체에 전자문서로 배포하고 온나라 시스템 업무 매뉴얼란에 게시함
업무편람을 통한 수사방법 공유로 신속한 초동수사를 진행하여 무보험 자동차 등록명의자에게 보험가입을 안내하고 범칙금 납부 유도 및 사건을 종결하여 검찰에 불송치함으로써 무분별한 범죄자 양성을 방지함
지자체 공무원들이 전문적으로 처리하기 어려운 수사 분야에 대한 지식을 공유하여 업무의 효율성을 높이고 시행착오를 줄일 수 있을 것으로 기대함"
2019,서울특별시 동대문구,주거,꿈과 희망을 주는 러브하우스,"장애인복지시설, 자역아동센터 등 정비가 필요한 관내 시설 개선을 위해 협업을 추진함","청량리4구역 도시환경정비사업의 시공사인 롯데건설에 사회공헌활동 협조를 요청하고, 민관협업으로 관내 대상시설을 선정하여 노후복지시설 개선사업 공사를 시행함
30여명으로 구성된 구청 및 롯데건설 봉사단이 도배, 주변청소 등 개선공사 마무리 작업 및 현판식을 수행함","노후바닥정비, 창호교체, 온수난방신설, 싱크대 교체 등 관내 장애인시설 및 지역아동센터의 시설을 개선하여 보다 쾌적한 환경을 제공함"
2019,서울특별시 동대문구,문화,‘한방에 놀장’을 통한 지역경제문화 활성화,지역경제문화 활성화를 위해 한방마켓과 공연·이벤트를 연계한 축제형태의 프리마켓을 열기 위해 협업을 추진함,"한방진흥센터, 지역상인, 약령시장의 협업으로 대표 마켓 확대 지원 사업을 추진함
서울한방협동 조합을 창설하여 센터 한방상품 홍보관 입점 및 동대문구 업무협약을 체결함
한방프리마켓에서 선정된 우수한 상품은 한방상품박람회에 출품하고 박람회가 종료된 후에는 바이어 구매계약을 연결하는 등 한방상품 판로를 확대함","마켓의 정례화를 통한 공간과 참여의 확장으로 지역경제의 포용성을 확대하고 공동체 문화 활성화에 기여함
지역 고유의 특성과 한방문화를 담아낸 서울약령시만의 콘텐츠를 형성하여 시장을 활성화하고 상인과 주민의 상생협력을 구현함"
2019,서울특별시 동대문구,복지,마음행복서비스(동대문구형 생애주기별 스마트 마음건강무인검진 시스템),비대면 검진을 통한 마음건강 검진 대중화 및 자살고위험군 조기발견을 위해 유관기관과 협업을 추진함,"검사 즉시 결과지 제공이 가능한 스마트 선별 검진기를 지역사회 도서관에 설치함
빅데이터 분석을 하여 프로그램 주제를 선정·운영·평가할 수 있도록 하는 마음건강검진 통합관제시스템을 구축함","정신건강검진의 접근성 향상으로 정신건강의 부정적 인식을 개선하고 아동‧청소년‧성인‧노인‧외상후스트레스‧자살 등 생애주기별 맞춤형 관리로 자살고위험군을 조기발결견할 수 있도록 함
검진결과 및 도서 빅데이터 분석을 통한 맞춤형 프로그램 제공으로 도서관 만족도를 제고함
지역 내 유관기관과의 네트워크 형성으로 자살예방사업을 조직화하여 공공성을 증대함"
2021,서울특별시 동대문구,주거,모바일을 더한 대형폐기물 스마트 배출관리 시스템으로 주민의 편의성을 높이다,대형폐기물 배출 시 품목별로 각각 신고필증을 구입·부착해서 신고해야 하는 번거로움과 수거 관리의 어려움으로 폐기물이 장기간 방치관련 민원이 끊이질 않았으며 통합관리 시스템이 없어 동주민센터 접수 건들을 구청에서 일일이 확인할 수 없는 어려움이 있음,"서울시 동대문구가 시행하는 <대형폐기물 스마트 배출관리 운영 시스템>으로 주민들은 신고필증 스티커 없이 스마트폰으로 간편하게 폐기물 배출신고를 할 수 있게 됨
폐기물이 수거되면 완료되었다는 알림 문자를 받아 대형 폐기물 처리에 따르는 번거로움이 크게 개선되었음","폐기물 수거 작업 속도가 빨라짐에 따라 관내 도로 주변에 넘쳐나던 생활 쓰레기와 각종 폐기물의 적체 현상이 크게 줄어, 지역주민의 생활환경 개선과 도시미관 개선에도 크게 기여하였음"
2020,서울특별시 동대문구,주거,대형폐기물 배출과 수거도 이제 스마트하게!,"대형폐기물 배출 시 품목별로 각각 신고필증을 구입·부착해서 신고해야 하는 번거로움과 수거 관리의 어려움으로 폐기물이 장기간 방치관련 민원이 지속됨
통합관리 시스템이 없어 동주민센터 접수 건들을 구청에서 일일이 확인할 수 없는 어려움이 있음","서울시 동대문구가 시행하는 <대형폐기물 스마트 배출관리 운영 시스템>으로 주민들은 신고필증 스티커 없이 스마트폰으로 간편하게 폐기물 배출신고가 가능함
폐기물이 수거되면 완료되었다는 알림 문자를 받아 대형 폐기물 처리에 따르는 번거로움이 크게 개선되었음","폐기물 수거 작업 속도가 빨라짐에 따라 관내 도로 주변에 넘쳐나던 생활 쓰레기와 각종 폐기물의 적체 현상이 크게 줄어, 지역주민의 생활환경 개선과 도시미관 개선에도 크게 기여하였음"
2019,서울특별시 동대문구,청년,청년의 일자리와 창업을 응원하는 ‘올인원’,"집중적이고 장기적인 해결책이 필요한 '청년 일자리 문제'에 대응하여 정부부처와 각 지자체는 다양한 취업 정보와 직업 경험, 인큐베이팅 서비스 등 청년취업과 청년창업 증진에 힘쓰고 있음",이에 서울동대문구는 경기침체 장기화에 따른 청년 구직난을 해소하고 경험이 부족한 청년층 창업기업의 성공률을 높이기 위해 취업·창업 준비 단계부터 체계적으로 지원하는 '올-인원(All-In-One)' 프로젝트를 운영함,"청년들의 본인의 적성을 탐색하고, 그에 맞는 다양한 전문교육과 훈련을 경험함으로 청년 취업 또는 창업 부흥에 기여함"
2019,서울특별시 동대문구,청년,동대문구와 함께 청년취업 “All-In-One 프로젝트”,"고용 절벽에 당면한 청년들의 위기를 타개할 필요가 있음
청년들의 일자리 및 문화, 주거 등 다방면의 문제를 해결하고 지역 사회의 일원으로서 자립·성장할 수 있도록 인프라 구축이 필요함
청년들의 직업역량 강화를 위한 전문교육 및 훈련사업 요구를 인식함","지역주도형 청년일자리 지원, 청년외식창업 인큐베이팅 등 직접 일자리 사업을 시행함
경동시장 유휴공간을 활용한 청년몰 조성 및 사회적경제 허브센터 구축 등 인프라 구축사업을 시행함
대학의 자원 및 청년상인 지역 구성원이 참여하는 청년창업 및 캠퍼스 타운을 조성함
창업스쿨을 통해 지역의 사회문제를 혁신적이고 창의적인 비즈니스로 해결할 청년 창업가를 발굴·육성함","미래 일자리 환경 변화에 적합한 전문 인력을 양성함
지역 사회의 일원으로서 자립·성장할 수 있도록 청년활동 공간을 확대함
신규 일자리 창출 및 지역 경제를 활성화함"
